2024-09-01 12:36:30,775,RT1BMLBV1,RT1BMLBV2,RT1BMLBV3,RT1BMLBV4,RT1BMLBV5,RT1BMLBV6,RT1BMLBV7,RT1BMLBV8,RT1BMCBV01,RT1BMCBV02,RT1BMCBV03,RT1BMCBV04,RT1BMCBV05,RT1BMCBV06,RT1BMCBV07,RT1BMCBV08,RT1BMCBV09,RT1BMCBV10,RT1BMCBV11,RT1BMCBV12,RT1BMCBV13,RT1BMCBV14,RT1BMCBV15,RT1BMCBV16,RT1BMLBT1,RT1BMLBT2,RT1BMLBT3,RT1BMLBT4,RT1BMLBT5,RT1BMLBT6,RT1BMLBT7,RT1BMLBT8,RT1BMCBT01,RT1BMCBT02,RT1BMCBT03,RT1BMCBT04,RT1BMCBT05,RT1BMCBT06,RT1BMCBT07,RT1BMCBT08,RT1BMCBT09,RT1BMCBT10,RT1BMCBT11,RT1BMCBT12,RT1BMCBT13,RT1BMCBT14,RT1BMCBT15,RT1BMCBT16,RT1BMLBBV,RT1BMCBBV,RT1BMLBI,RT1BMCBI,RM2BMLBV1,RM2BMLBV2,RM2BMLBV3,RM2BMLBV4,RM2BMLBV5,RM2BMLBV6,RM2BMLBV7,RM2BMLBV8,RM2BMLBT1,RM2BMLBT2,RM2BMLBT3,RM2BMLBT4,RM2BMLBT5,RM2BMLBT6,RM2BMLBT7,RM2BMLBT8,RM2BMLBBV,RM2BMLBI,RM3BMLBV1,RM3BMLBV2,RM3BMLBV3,RM3BMLBV4,RM3BMLBV5,RM3BMLBV6,RM3BMLBV7,RM3BMLBV8,RM3BMLBT1,RM3BMLBT2,RM3BMLBT3,RM3BMLBT4,RM3BMLBT5,RM3BMLBT6,RM3BMLBT7,RM3BMLBT8,RM3BMLBBV,RM3BMLBI,RT4BMLBV1,RT4BMLBV2,RT4BMLBV3,RT4BMLBV4,RT4BMLBV5,RT4BMLBV6,RT4BMLBV7,RT4BMLBV8,RT4BMCBV01,RT4BMCBV02,RT4BMCBV03,RT4BMCBV04,RT4BMCBV05,RT4BMCBV06,RT4BMCBV07,RT4BMCBV08,RT4BMCBV09,RT4BMCBV10,RT4BMCBV11,RT4BMCBV12,RT4BMCBV13,RT4BMCBV14,RT4BMCBV15,RT4BMCBV16,RT4BMLBT1,RT4BMLBT2,RT4BMLBT3,RT4BMLBT4,RT4BMLBT5,RT4BMLBT6,RT4BMLBT7,RT4BMLBT8,RT4BMCBT01,RT4BMCBT02,RT4BMCBT03,RT4BMCBT04,RT4BMCBT05,RT4BMCBT06,RT4BMCBT07,RT4BMCBT08,RT4BMCBT09,RT4BMCBT10,RT4BMCBT11,RT4BMCBT12,RT4BMCBT13,RT4BMCBT14,RT4BMCBT15,RT4BMCBT16,RT4BMLBBV,RT4BMCBBV,RT4BMLBI,RT4BMCBI,RT5BMLBV1,RT5BMLBV2,RT5BMLBV3,RT5BMLBV4,RT5BMLBV5,RT5BMLBV6,RT5BMLBV7,RT5BMLBV8,RT5BMCBV01,RT5BMCBV02,RT5BMCBV03,RT5BMCBV04,RT5BMCBV05,RT5BMCBV06,RT5BMCBV07,RT5BMCBV08,RT5BMCBV09,RT5BMCBV10,RT5BMCBV11,RT5BMCBV12,RT5BMCBV13,RT5BMCBV14,RT5BMCBV15,RT5BMCBV16,RT5BMLBT1,RT5BMLBT2,RT5BMLBT3,RT5BMLBT4,RT5BMLBT5,RT5BMLBT6,RT5BMLBT7,RT5BMLBT8,RT5BMCBT01,RT5BMCBT02,RT5BMCBT03,RT5BMCBT04,RT5BMCBT05,RT5BMCBT06,RT5BMCBT07,RT5BMCBT08,RT5BMCBT09,RT5BMCBT10,RT5BMCBT11,RT5BMCBT12,RT5BMCBT13,RT5BMCBT14,RT5BMCBT15,RT5BMCBT16,RT5BMLBBV,RT5BMCBBV,RT5BMLBI,RT5BMCBI,RM6BMLBV1,RM6BMLBV2,RM6BMLBV3,RM6BMLBV4,RM6BMLBV5,RM6BMLBV6,RM6BMLBV7,RM6BMLBV8,RM6BMLBT1,RM6BMLBT2,RM6BMLBT3,RM6BMLBT4,RM6BMLBT5,RM6BMLBT6,RM6BMLBT7,RM6BMLBT8,RM6BMLBBV,RM6BMLBI,RM7BMLBV1,RM7BMLBV2,RM7BMLBV3,RM7BMLBV4,RM7BMLBV5,RM7BMLBV6,RM7BMLBV7,RM7BMLBV8,RM7BMLBT1,RM7BMLBT2,RM7BMLBT3,RM7BMLBT4,RM7BMLBT5,RM7BMLBT6,RM7BMLBT7,RM7BMLBT8,RM7BMLBBV,RM7BMLBI,RT8BMLBV1,RT8BMLBV2,RT8BMLBV3,RT8BMLBV4,RT8BMLBV5,RT8BMLBV6,RT8BMLBV7,RT8BMLBV8,RT8BMCBV01,RT8BMCBV02,RT8BMCBV03,RT8BMCBV04,RT8BMCBV05,RT8BMCBV06,RT8BMCBV07,RT8BMCBV08,RT8BMCBV09,RT8BMCBV10,RT8BMCBV11,RT8BMCBV12,RT8BMCBV13,RT8BMCBV14,RT8BMCBV15,RT8BMCBV16,RT8BMLBT1,RT8BMLBT2,RT8BMLBT3,RT8BMLBT4,RT8BMLBT5,RT8BMLBT6,RT8BMLBT7,RT8BMLBT8,RT8BMCBT01,RT8BMCBT02,RT8BMCBT03,RT8BMCBT04,RT8BMCBT05,RT8BMCBT06,RT8BMCBT07,RT8BMCBT08,RT8BMCBT09,RT8BMCBT10,RT8BMCBT11,RT8BMCBT12,RT8BMCBT13,RT8BMCBT14,RT8BMCBT15,RT8BMCBT16,RT8BMLBBV,RT8BMCBBV,RT8BMLBI,RT8BMCBI
2024-09-01 12:36:31,440,13784,13755,13921,13802,13734,13883,13914,13826,13744,13742,13802,13804,13822,13827,13786,13782,13784,13795,13834,13832,13920,13925,13811,13812,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,258,258,257,252,1106,1105,0,1,13870,13814,13854,13783,13840,13783,13804,13797,280,276,281,281,283,287,280,282,1105,-1,13869,13851,13878,13820,13651,13695,13854,13761,270,273,275,276,277,279,280,270,1103,0,13732,13744,13850,13800,13766,13764,14008,13914,13956,13958,13826,13825,13877,13868,13863,13863,13818,13821,13800,13803,13830,13828,13843,13844,271,269,276,274,263,270,265,266,261,263,264,261,260,266,257,258,259,260,266,260,263,260,261,257,1105,1108,2,0,13835,13885,13800,13750,13769,13835,13787,13942,13869,13865,13867,13866,13839,13837,13857,13854,13918,13915,13805,13813,13849,13849,13845,13846,264,266,266,269,264,265,262,259,262,268,264,259,263,264,262,261,255,264,268,260,266,261,259,256,1106,1108,-2,-2,13814,13783,13895,13860,13689,13837,13792,13901,275,271,279,277,279,281,271,276,1105,1,13850,13947,13894,13708,13759,13756,13736,13811,275,275,274,280,278,280,274,274,1104,0,13851,13731,13764,13867,13879,13892,13843,13801,13852,13849,13796,13804,13753,13754,13798,13798,13930,13932,13847,13846,13830,13827,13774,13771,265,263,263,266,254,255,257,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,1106,1105,0,1
2024-09-01 12:37:01,473,13783,13754,13920,13802,13734,13883,13913,13826,13743,13741,13801,13804,13821,13825,13785,13781,13783,13794,13832,13830,13917,13922,13809,13811,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,258,258,257,252,1106,1104,0,0,13868,13814,13853,13783,13839,13784,13804,13797,280,276,281,281,283,287,280,282,1105,-1,13868,13851,13877,13820,13650,13695,13853,13761,270,273,275,276,277,279,280,270,1103,0,13732,13745,13850,13799,13765,13764,14007,13913,13956,13957,13826,13825,13876,13868,13863,13863,13818,13821,13800,13804,13829,13827,13843,13843,271,269,276,274,263,270,265,266,261,263,264,261,260,266,257,258,259,260,266,260,263,260,261,257,1105,1108,2,0,13835,13884,13800,13750,13769,13835,13788,13940,13869,13865,13867,13866,13839,13837,13857,13855,13918,13915,13805,13813,13849,13849,13845,13846,264,266,266,269,264,265,262,259,262,268,264,259,263,264,262,261,255,264,268,260,266,261,259,256,1106,1108,-2,-2,13814,13783,13895,13859,13689,13837,13792,13900,275,271,279,277,279,281,271,276,1105,1,13849,13945,13893,13707,13759,13756,13736,13811,275,275,274,280,278,280,274,274,1104,0,13851,13730,13764,13866,13877,13890,13842,13800,13852,13849,13795,13804,13752,13754,13798,13797,13929,13930,13846,13846,13830,13826,13773,13771,265,263,263,266,254,255,257,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,1106,1105,0,1
2024-09-01 12:37:31,506,13783,13754,13920,13802,13734,13883,13914,13826,13744,13742,13802,13804,13822,13827,13786,13782,13785,13795,13834,13833,13921,13925,13811,13812,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,258,258,257,252,1106,1105,0,0,13869,13815,13853,13783,13839,13784,13804,13797,280,276,281,281,283,287,280,282,1105,-1,13867,13850,13876,13820,13650,13695,13853,13761,270,273,275,276,277,279,280,270,1103,0,13732,13744,13850,13800,13765,13764,14007,13913,13958,13959,13827,13826,13877,13868,13863,13863,13818,13821,13800,13804,13830,13828,13843,13844,271,269,276,274,263,270,265,266,261,263,264,261,260,266,257,258,259,260,266,260,263,260,261,257,1105,1108,2,0,13835,13885,13800,13749,13769,13835,13788,13942,13868,13864,13867,13866,13838,13837,13856,13854,13917,13914,13805,13812,13848,13848,13845,13845,264,266,266,269,264,265,262,259,262,268,264,259,263,264,262,261,255,264,268,260,266,261,259,256,1106,1108,-2,-2,13814,13783,13895,13859,13689,13837,13792,13901,275,271,279,277,279,281,271,276,1105,1,13850,13947,13894,13708,13760,13757,13737,13811,275,275,274,280,278,280,274,274,1104,0,13851,13731,13764,13868,13880,13892,13844,13801,13852,13849,13796,13804,13752,13753,13798,13797,13929,13931,13847,13846,13830,13827,13774,13771,265,263,263,266,254,255,257,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,1106,1105,0,1
2024-09-01 12:38:01,540,13409,13411,13354,13391,13411,13428,13366,13387,13505,13503,13499,13501,13513,13517,13513,13508,13507,13516,13534,13527,13510,13513,13510,13511,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,258,258,257,252,1071,1080,-23,-33,13404,13419,13388,13449,13391,13413,13433,13451,280,276,281,281,283,287,281,282,1073,-21,13378,13381,13386,13408,13315,13319,13393,13378,270,272,275,276,277,279,280,270,1069,-20,13334,13349,13398,13344,13384,13387,13379,13363,13552,13558,13559,13541,13550,13558,13560,13544,13539,13541,13549,13552,13549,13562,13539,13538,271,269,276,274,263,270,265,266,261,263,264,261,260,266,257,258,259,260,266,260,263,260,261,257,1069,1083,-22,-26,13378,13377,13393,13357,13380,13331,13360,13393,13523,13519,13525,13524,13528,13525,13543,13540,13524,13506,13501,13507,13516,13529,13531,13530,264,267,266,269,264,265,262,259,262,268,264,259,263,264,262,261,255,264,268,260,266,261,259,256,1069,1081,-28,-29,13353,13403,13363,13378,13382,13413,13388,13355,275,271,279,277,279,281,271,276,1070,-21,13412,13401,13388,13415,13379,13382,13407,13426,275,275,274,280,278,280,274,274,1072,-19,13402,13371,13375,13374,13375,13403,13394,13379,13518,13514,13516,13493,13520,13521,13495,13492,13533,13501,13519,13519,13501,13520,13522,13495,265,263,263,265,254,255,257,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,1070,1080,-26,-34
2024-09-01 12:38:31,573,12930,12949,12910,12922,12951,12943,12912,12932,13164,13162,13208,13210,13207,13211,13213,13208,13196,13206,13198,13216,13206,13208,13194,13195,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,258,258,257,252,1034,1056,-19,-32,12970,12943,12943,12974,12928,12942,12984,12988,280,276,281,281,283,287,280,282,1036,-20,12906,12904,12920,12938,12793,12782,12871,12860,270,272,275,276,277,279,280,270,1029,-20,12834,12810,12871,12873,12892,12903,12878,12856,13286,13270,13272,13251,13267,13276,13292,13274,13267,13268,13284,13287,13283,13298,13265,13264,271,269,276,274,263,270,265,266,261,263,264,261,260,266,257,258,259,260,266,260,263,260,261,257,1029,1062,-19,-28,12856,12842,12864,12844,12907,12807,12880,12869,13282,13277,13289,13287,13290,13288,13304,13302,13287,13280,13275,13282,13286,13289,13290,13289,264,266,266,269,264,265,262,259,262,268,264,259,263,264,262,261,255,264,268,260,266,261,259,256,1028,1062,-24,-32,12843,12912,12833,12895,12877,12887,12926,12800,275,271,279,277,279,281,271,276,1029,-19,12927,12907,12865,12948,12900,12897,12932,12901,275,275,274,280,278,280,274,274,1032,-20,12878,12876,12842,12883,12862,12936,12900,12889,13233,13230,13204,13225,13205,13206,13212,13211,13213,13228,13233,13232,13215,13228,13230,13210,265,263,263,265,254,255,257,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,1030,1057,-22,-33
2024-09-01 12:39:01,606,12636,12630,12618,12635,12641,12627,12611,12633,12888,12888,12946,12947,12926,12929,12935,12930,12908,12917,12927,12926,12926,12929,12901,12902,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,258,258,257,252,1010,1033,-19,-31,12674,12640,12627,12641,12612,12658,12659,12657,280,276,281,281,283,287,280,282,1011,-20,12628,12623,12641,12617,12491,12483,12588,12537,270,272,275,276,277,279,280,270,1006,-19,12539,12522,12571,12571,12606,12580,12588,12568,13021,13021,12980,12992,13014,12993,13020,13032,13022,13024,13042,13046,13046,13032,13018,13018,271,269,276,274,263,270,265,266,261,263,264,261,260,266,257,258,259,260,266,260,263,260,261,257,1005,1041,-19,-29,12560,12555,12569,12543,12600,12528,12585,12577,13035,13030,13046,13044,13044,13042,13058,13056,13044,13055,13048,13055,13057,13040,13042,13040,264,266,266,269,263,265,262,259,262,268,264,259,263,264,262,260,255,264,268,260,266,261,259,255,1005,1043,-24,-33,12532,12587,12546,12584,12584,12592,12619,12520,275,270,279,277,279,281,271,276,1005,-18,12594,12576,12562,12624,12590,12591,12613,12590,275,275,274,280,278,280,274,274,1007,-19,12580,12548,12552,12575,12555,12625,12588,12580,12982,12978,12966,12988,12956,12957,12960,12959,12969,12986,12975,12974,12979,12963,12961,12971,265,263,263,265,254,255,257,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,1006,1037,-22,-32
2024-09-01 12:39:31,639,12498,12494,12474,12493,12479,12504,12461,12487,12667,12667,12702,12704,12708,12712,12711,12706,12683,12691,12709,12699,12706,12708,12672,12674,259,257,263,262,253,253,251,253,261,262,259,255,258,262,258,253,257,258,262,258,257,258,257,252,998,1015,-19,-32,12515,12493,12485,12506,12487,12524,12511,12509,280,276,281,281,283,287,280,282,1000,-19,12493,12487,12503,12484,12359,12374,12481,12424,270,272,275,276,277,279,280,270,996,-19,12418,12417,12455,12427,12470,12449,12454,12439,12796,12808,12742,12753,12781,12760,12792,12804,12793,12794,12814,12818,12822,12807,12788,12788,271,269,276,274,263,270,264,266,261,263,263,261,259,266,257,258,259,260,266,260,263,260,261,256,995,1023,-19,-29,12432,12441,12445,12417,12446,12409,12450,12453,12821,12816,12835,12833,12831,12829,12843,12842,12833,12830,12821,12828,12827,12825,12826,12824,264,266,266,268,263,265,262,259,262,268,264,259,263,264,262,260,255,264,268,260,266,261,259,255,994,1026,-24,-34,12422,12453,12433,12460,12455,12474,12465,12419,275,270,279,277,279,281,271,275,995,-18,12458,12449,12438,12455,12446,12456,12452,12459,275,275,274,280,278,279,274,274,996,-18,12453,12415,12436,12439,12426,12469,12445,12438,12747,12743,12768,12766,12747,12747,12724,12724,12764,12757,12762,12762,12763,12747,12741,12751,265,262,263,265,254,255,256,257,267,269,270,261,260,264,261,254,260,260,263,260,266,261,262,253,995,1020,-22,-32
2024-09-01 12:40:01,672,12440,12444,12429,12439,12423,12464,12415,12442,12548,12548,12581,12583,12609,12613,12592,12588,12577,12586,12591,12590,12600,12603,12568,12570,259,257,263,262,253,253,251,253,261,262,259,255,258,261,258,253,257,258,262,258,257,258,257,252,994,1006,-19,-34,12464,12432,12434,12462,12447,12476,12458,12457,280,276,281,281,283,287,280,281,996,-19,12454,12450,12460,12449,12341,12357,12458,12411,270,272,275,276,277,279,280,270,993,-19,12403,12398,12426,12396,12433,12415,12422,12412,12656,12659,12610,12606,12631,12628,12651,12646,12636,12638,12654,12658,12656,12660,12635,12636,271,268,276,274,263,270,264,266,261,263,263,261,259,266,257,257,259,260,266,259,263,260,261,256,993,1011,-19,-27,12393,12410,12406,12395,12405,12382,12420,12416,12667,12662,12684,12681,12676,12674,12687,12686,12681,12673,12662,12669,12667,12671,12670,12668,264,266,266,268,263,265,262,259,262,268,264,259,263,264,262,260,255,264,268,260,266,261,259,255,992,1013,-24,-32,12401,12418,12405,12429,12413,12444,12425,12401,275,270,279,277,279,281,271,275,993,-18,12420,12415,12399,12401,12411,12429,12407,12417,275,275,274,280,278,279,274,274,992,-18,12410,12378,12401,12407,12403,12426,12410,12404,12611,12608,12632,12635,12598,12598,12591,12590,12619,12615,12620,12620,12607,12608,12597,12589,265,262,263,265,254,255,256,256,267,269,270,261,260,264,261,254,260,260,263,260,266,261,261,253,992,1008,-23,-34
2024-09-01 12:40:31,705,12460,12467,12452,12463,12447,12491,12437,12462,12559,12560,12589,12590,12617,12621,12596,12591,12587,12595,12602,12601,12608,12610,12582,12584,259,257,263,262,253,253,251,253,261,262,259,255,258,261,258,253,257,258,262,258,257,258,257,252,996,1007,-19,-36,12482,12456,12458,12486,12475,12506,12478,12480,280,276,281,281,283,287,280,281,998,-19,12490,12493,12500,12490,12386,12406,12509,12461,270,272,275,276,277,279,280,270,997,-19,12444,12447,12472,12438,12478,12457,12463,12455,12638,12640,12611,12611,12630,12622,12634,12634,12628,12630,12639,12643,12631,12630,12630,12630,271,268,276,274,263,270,264,266,261,263,263,261,259,266,257,257,259,260,266,259,263,260,261,256,996,1010,-19,-26,12436,12456,12451,12439,12444,12427,12459,12461,12612,12607,12626,12624,12619,12617,12627,12626,12626,12623,12606,12614,12619,12617,12614,12612,264,266,266,268,263,265,262,259,262,268,264,259,263,264,262,260,255,264,268,260,266,261,259,255,995,1009,-24,-30,12446,12458,12457,12466,12456,12487,12463,12452,275,270,279,277,279,281,271,275,996,-18,12453,12458,12446,12439,12453,12476,12444,12456,275,274,274,280,278,279,274,274,996,-18,12452,12421,12450,12447,12446,12462,12452,12446,12599,12596,12613,12620,12575,12576,12579,12579,12595,12596,12591,12590,12588,12584,12570,12570,265,262,263,265,254,255,256,256,267,269,269,261,260,263,261,254,260,260,262,260,266,261,261,253,995,1007,-23,-36
2024-09-01 12:41:01,738,12508,12517,12496,12505,12495,12538,12481,12505,12567,12568,12600,12601,12624,12628,12607,12603,12595,12603,12610,12609,12615,12618,12591,12592,259,257,262,261,253,252,251,253,261,262,259,255,258,261,258,253,257,258,262,258,257,258,257,252,1000,1008,-19,-35,12527,12505,12508,12532,12521,12549,12527,12529,280,276,280,281,283,286,280,281,1001,-19,12532,12536,12544,12539,12417,12439,12549,12499,270,272,275,276,277,279,279,270,1000,-19,12480,12482,12512,12479,12519,12506,12502,12493,12651,12653,12623,12622,12639,12633,12646,12645,12638,12641,12651,12656,12642,12642,12640,12640,271,268,276,274,263,270,264,266,261,263,263,261,259,266,257,257,258,260,266,259,263,260,261,256,999,1011,-19,-27,12480,12498,12496,12479,12491,12466,12503,12504,12622,12617,12635,12633,12628,12626,12634,12633,12633,12630,12612,12619,12628,12627,12623,12621,264,266,266,268,263,265,262,259,262,268,264,259,262,264,262,260,255,264,268,260,266,261,259,255,999,1010,-24,-29,12489,12506,12498,12512,12501,12529,12510,12490,275,270,279,277,279,281,271,275,1000,-18,12502,12507,12492,12489,12498,12518,12493,12502,275,274,274,280,278,279,274,274,1000,-18,12501,12468,12493,12491,12488,12511,12498,12492,12614,12611,12628,12636,12594,12595,12594,12594,12611,12613,12610,12611,12605,12602,12591,12590,265,262,263,265,254,255,256,256,267,269,269,261,260,263,261,254,260,260,262,260,266,261,261,252,999,1008,-23,-36
